"","uncertainty_noise","trial","whether","how","sufficient","moving","participant","response"
"51",0.7,0,0,0,0,1,52,"cause"
"52",0.7,0,0,0,0,1,53,"no_difference"
"53",0.7,0,0,0,0,1,54,"no_difference"
"54",0.7,0,0,0,0,1,55,"no_difference"
"55",0.7,0,0,0,0,1,56,"no_difference"
"56",0.7,0,0,0,0,1,57,"no_difference"
"57",0.7,0,0,0,0,1,58,"no_difference"
"58",0.7,0,0,0,0,1,59,"no_difference"
"59",0.7,0,0,0,0,1,60,"no_difference"
"60",0.7,0,0,0,0,1,61,"no_difference"
"61",0.7,0,0,0,0,1,62,"no_difference"
"62",0.7,0,0,0,0,1,63,"no_difference"
"63",0.7,1,0.221,0,1,1,1,"enable"
"64",0.7,1,0.221,0,1,1,2,"enable"
"65",0.7,1,0.221,0,1,1,3,"enable"
"66",0.7,1,0.221,0,1,1,4,"enable"
"67",0.7,1,0.221,0,1,1,5,"enable"
"68",0.7,1,0.221,0,1,1,6,"no_difference"
"69",0.7,1,0.221,0,1,1,7,"enable"
"70",0.7,1,0.221,0,1,1,8,"enable"
"71",0.7,1,0.221,0,1,1,9,"enable"
"72",0.7,1,0.221,0,1,1,10,"enable"
"73",0.7,1,0.221,0,1,1,11,"affect"
"74",0.7,1,0.221,0,1,1,12,"no_difference"
"75",0.7,1,0.221,0,1,1,13,"enable"
"76",0.7,1,0.221,0,1,1,14,"enable"
"77",0.7,1,0.221,0,1,1,15,"enable"
"78",0.7,1,0.221,0,1,1,16,"enable"
"79",0.7,1,0.221,0,1,1,17,"enable"
"80",0.7,1,0.221,0,1,1,18,"enable"
"81",0.7,1,0.221,0,1,1,19,"cause"
"82",0.7,1,0.221,0,1,1,20,"enable"
"83",0.7,1,0.221,0,1,1,21,"enable"
"84",0.7,1,0.221,0,1,1,22,"enable"
"85",0.7,1,0.221,0,1,1,23,"enable"
"86",0.7,1,0.221,0,1,1,24,"enable"
"87",0.7,1,0.221,0,1,1,25,"enable"
"88",0.7,1,0.221,0,1,1,26,"enable"
"89",0.7,1,0.221,0,1,1,27,"affect"
"90",0.7,1,0.221,0,1,1,28,"affect"
"91",0.7,1,0.221,0,1,1,30,"no_difference"
"92",0.7,1,0.221,0,1,1,31,"enable"
"93",0.7,1,0.221,0,1,1,32,"cause"
"94",0.7,1,0.221,0,1,1,33,"enable"
"95",0.7,1,0.221,0,1,1,34,"affect"
"96",0.7,1,0.221,0,1,1,35,"enable"
"97",0.7,1,0.221,0,1,1,36,"enable"
"98",0.7,1,0.221,0,1,1,37,"affect"
"99",0.7,1,0.221,0,1,1,38,"enable"
"100",0.7,1,0.221,0,1,1,39,"enable"
"101",0.7,1,0.221,0,1,1,40,"enable"
"102",0.7,1,0.221,0,1,1,41,"no_difference"
"103",0.7,1,0.221,0,1,1,42,"enable"
"104",0.7,1,0.221,0,1,1,43,"enable"
"105",0.7,1,0.221,0,1,1,44,"no_difference"
"106",0.7,1,0.221,0,1,1,45,"enable"
"107",0.7,1,0.221,0,1,1,46,"enable"
"108",0.7,1,0.221,0,1,1,47,"enable"
"109",0.7,1,0.221,0,1,1,48,"enable"
"110",0.7,1,0.221,0,1,1,49,"enable"
"111",0.7,1,0.221,0,1,1,50,"affect"
"112",0.7,1,0.221,0,1,1,51,"enable"
"113",0.7,1,0.221,0,1,1,52,"no_difference"
"114",0.7,1,0.221,0,1,1,53,"enable"
"115",0.7,1,0.221,0,1,1,54,"enable"
"116",0.7,1,0.221,0,1,1,55,"enable"
"117",0.7,1,0.221,0,1,1,56,"affect"
"118",0.7,1,0.221,0,1,1,57,"enable"
"119",0.7,1,0.221,0,1,1,58,"enable"
"120",0.7,1,0.221,0,1,1,59,"enable"
"121",0.7,1,0.221,0,1,1,60,"enable"
"122",0.7,1,0.221,0,1,1,61,"enable"
"123",0.7,1,0.221,0,1,1,62,"enable"
"124",0.7,1,0.221,0,1,1,63,"enable"
"125",0.7,2,0,1,0,1,1,"no_difference"
"126",0.7,2,0,1,0,1,2,"affect"
"127",0.7,2,0,1,0,1,3,"no_difference"
"128",0.7,2,0,1,0,1,4,"no_difference"
"129",0.7,2,0,1,0,1,5,"no_difference"
"130",0.7,2,0,1,0,1,6,"affect"
"131",0.7,2,0,1,0,1,7,"no_difference"
"132",0.7,2,0,1,0,1,8,"no_difference"
"133",0.7,2,0,1,0,1,9,"no_difference"
"134",0.7,2,0,1,0,1,10,"no_difference"
"135",0.7,2,0,1,0,1,11,"no_difference"
"136",0.7,2,0,1,0,1,12,"affect"
"137",0.7,2,0,1,0,1,13,"no_difference"
"138",0.7,2,0,1,0,1,14,"no_difference"
"139",0.7,2,0,1,0,1,15,"no_difference"
"140",0.7,2,0,1,0,1,16,"affect"
"141",0.7,2,0,1,0,1,17,"affect"
"142",0.7,2,0,1,0,1,18,"no_difference"
"143",0.7,2,0,1,0,1,19,"cause"
"144",0.7,2,0,1,0,1,20,"cause"
"145",0.7,2,0,1,0,1,21,"no_difference"
"146",0.7,2,0,1,0,1,22,"affect"
"147",0.7,2,0,1,0,1,23,"no_difference"
"148",0.7,2,0,1,0,1,24,"no_difference"
"149",0.7,2,0,1,0,1,25,"affect"
"150",0.7,2,0,1,0,1,26,"no_difference"
"151",0.7,2,0,1,0,1,27,"no_difference"
"152",0.7,2,0,1,0,1,28,"cause"
"153",0.7,2,0,1,0,1,30,"no_difference"
"154",0.7,2,0,1,0,1,31,"affect"
"155",0.7,2,0,1,0,1,32,"cause"
"156",0.7,2,0,1,0,1,33,"affect"
"157",0.7,2,0,1,0,1,34,"no_difference"
"158",0.7,2,0,1,0,1,35,"affect"
"159",0.7,2,0,1,0,1,36,"no_difference"
"160",0.7,2,0,1,0,1,37,"enable"
"161",0.7,2,0,1,0,1,38,"no_difference"
"162",0.7,2,0,1,0,1,39,"no_difference"
"163",0.7,2,0,1,0,1,40,"cause"
"164",0.7,2,0,1,0,1,41,"no_difference"
"165",0.7,2,0,1,0,1,42,"no_difference"
"166",0.7,2,0,1,0,1,43,"affect"
"167",0.7,2,0,1,0,1,44,"enable"
"168",0.7,2,0,1,0,1,45,"affect"
"169",0.7,2,0,1,0,1,46,"no_difference"
"170",0.7,2,0,1,0,1,47,"no_difference"
"171",0.7,2,0,1,0,1,48,"no_difference"
"172",0.7,2,0,1,0,1,49,"affect"
"173",0.7,2,0,1,0,1,50,"no_difference"
"174",0.7,2,0,1,0,1,51,"affect"
"175",0.7,2,0,1,0,1,52,"cause"
"176",0.7,2,0,1,0,1,53,"no_difference"
"177",0.7,2,0,1,0,1,54,"no_difference"
"178",0.7,2,0,1,0,1,55,"no_difference"
"179",0.7,2,0,1,0,1,56,"no_difference"
"180",0.7,2,0,1,0,1,57,"no_difference"
"181",0.7,2,0,1,0,1,58,"no_difference"
"182",0.7,2,0,1,0,1,59,"no_difference"
"183",0.7,2,0,1,0,1,60,"affect"
"184",0.7,2,0,1,0,1,61,"no_difference"
"185",0.7,2,0,1,0,1,62,"no_difference"
"186",0.7,2,0,1,0,1,63,"no_difference"
"187",0.7,3,0.203,1,0,1,1,"cause"
"188",0.7,3,0.203,1,0,1,2,"cause"
"189",0.7,3,0.203,1,0,1,3,"affect"
"190",0.7,3,0.203,1,0,1,4,"cause"
"191",0.7,3,0.203,1,0,1,5,"no_difference"
"192",0.7,3,0.203,1,0,1,6,"affect"
"193",0.7,3,0.203,1,0,1,7,"affect"
"194",0.7,3,0.203,1,0,1,8,"cause"
"195",0.7,3,0.203,1,0,1,9,"cause"
"196",0.7,3,0.203,1,0,1,10,"affect"
"197",0.7,3,0.203,1,0,1,11,"enable"
"198",0.7,3,0.203,1,0,1,12,"affect"
"199",0.7,3,0.203,1,0,1,13,"no_difference"
"200",0.7,3,0.203,1,0,1,14,"cause"
"201",0.7,3,0.203,1,0,1,15,"cause"
"202",0.7,3,0.203,1,0,1,16,"affect"
"203",0.7,3,0.203,1,0,1,17,"enable"
"204",0.7,3,0.203,1,0,1,18,"cause"
"205",0.7,3,0.203,1,0,1,19,"enable"
"206",0.7,3,0.203,1,0,1,20,"cause"
"207",0.7,3,0.203,1,0,1,21,"cause"
"208",0.7,3,0.203,1,0,1,22,"affect"
"209",0.7,3,0.203,1,0,1,23,"cause"
"210",0.7,3,0.203,1,0,1,24,"affect"
"211",0.7,3,0.203,1,0,1,25,"affect"
"212",0.7,3,0.203,1,0,1,26,"affect"
"213",0.7,3,0.203,1,0,1,27,"cause"
"214",0.7,3,0.203,1,0,1,28,"affect"
"215",0.7,3,0.203,1,0,1,30,"cause"
"216",0.7,3,0.203,1,0,1,31,"cause"
"217",0.7,3,0.203,1,0,1,32,"cause"
"218",0.7,3,0.203,1,0,1,33,"cause"
"219",0.7,3,0.203,1,0,1,34,"affect"
"220",0.7,3,0.203,1,0,1,35,"no_difference"
"221",0.7,3,0.203,1,0,1,36,"enable"
"222",0.7,3,0.203,1,0,1,37,"affect"
"223",0.7,3,0.203,1,0,1,38,"cause"
"224",0.7,3,0.203,1,0,1,39,"affect"
"225",0.7,3,0.203,1,0,1,40,"cause"
"226",0.7,3,0.203,1,0,1,41,"affect"
"227",0.7,3,0.203,1,0,1,42,"affect"
"228",0.7,3,0.203,1,0,1,43,"cause"
"229",0.7,3,0.203,1,0,1,44,"affect"
"230",0.7,3,0.203,1,0,1,45,"affect"
"231",0.7,3,0.203,1,0,1,46,"cause"
"232",0.7,3,0.203,1,0,1,47,"cause"
"233",0.7,3,0.203,1,0,1,48,"affect"
"234",0.7,3,0.203,1,0,1,49,"affect"
"235",0.7,3,0.203,1,0,1,50,"cause"
"236",0.7,3,0.203,1,0,1,51,"affect"
"237",0.7,3,0.203,1,0,1,52,"enable"
"238",0.7,3,0.203,1,0,1,53,"cause"
"239",0.7,3,0.203,1,0,1,54,"affect"
"240",0.7,3,0.203,1,0,1,55,"enable"
"241",0.7,3,0.203,1,0,1,56,"cause"
"242",0.7,3,0.203,1,0,1,57,"cause"
"243",0.7,3,0.203,1,0,1,58,"enable"
"244",0.7,3,0.203,1,0,1,59,"cause"
"245",0.7,3,0.203,1,0,1,60,"cause"
"246",0.7,3,0.203,1,0,1,61,"cause"
"247",0.7,3,0.203,1,0,1,62,"cause"
"248",0.7,3,0.203,1,0,1,63,"cause"
"249",0.7,4,0.003,1,0.006,1,1,"affect"
"250",0.7,4,0.003,1,0.006,1,2,"affect"
"251",0.7,4,0.003,1,0.006,1,3,"no_difference"
"252",0.7,4,0.003,1,0.006,1,4,"no_difference"
"253",0.7,4,0.003,1,0.006,1,5,"no_difference"
"254",0.7,4,0.003,1,0.006,1,6,"enable"
"255",0.7,4,0.003,1,0.006,1,7,"affect"
"256",0.7,4,0.003,1,0.006,1,8,"no_difference"
"257",0.7,4,0.003,1,0.006,1,9,"no_difference"
"258",0.7,4,0.003,1,0.006,1,10,"no_difference"
"259",0.7,4,0.003,1,0.006,1,11,"affect"
"260",0.7,4,0.003,1,0.006,1,12,"affect"
"261",0.7,4,0.003,1,0.006,1,13,"no_difference"
"262",0.7,4,0.003,1,0.006,1,14,"no_difference"
"263",0.7,4,0.003,1,0.006,1,15,"no_difference"
"264",0.7,4,0.003,1,0.006,1,16,"no_difference"
"265",0.7,4,0.003,1,0.006,1,17,"no_difference"
"266",0.7,4,0.003,1,0.006,1,18,"no_difference"
"267",0.7,4,0.003,1,0.006,1,19,"enable"
"268",0.7,4,0.003,1,0.006,1,20,"affect"
"269",0.7,4,0.003,1,0.006,1,21,"no_difference"
"270",0.7,4,0.003,1,0.006,1,22,"affect"
"271",0.7,4,0.003,1,0.006,1,23,"affect"
"272",0.7,4,0.003,1,0.006,1,24,"no_difference"
"273",0.7,4,0.003,1,0.006,1,25,"no_difference"
"274",0.7,4,0.003,1,0.006,1,26,"no_difference"
"275",0.7,4,0.003,1,0.006,1,27,"affect"
"276",0.7,4,0.003,1,0.006,1,28,"enable"
"277",0.7,4,0.003,1,0.006,1,30,"no_difference"
"278",0.7,4,0.003,1,0.006,1,31,"affect"
"279",0.7,4,0.003,1,0.006,1,32,"cause"
"280",0.7,4,0.003,1,0.006,1,33,"no_difference"
"281",0.7,4,0.003,1,0.006,1,34,"cause"
"282",0.7,4,0.003,1,0.006,1,35,"affect"
"283",0.7,4,0.003,1,0.006,1,36,"no_difference"
"284",0.7,4,0.003,1,0.006,1,37,"affect"
"285",0.7,4,0.003,1,0.006,1,38,"affect"
"286",0.7,4,0.003,1,0.006,1,39,"no_difference"
"287",0.7,4,0.003,1,0.006,1,40,"enable"
"288",0.7,4,0.003,1,0.006,1,41,"no_difference"
"289",0.7,4,0.003,1,0.006,1,42,"no_difference"
"290",0.7,4,0.003,1,0.006,1,43,"affect"
"291",0.7,4,0.003,1,0.006,1,44,"no_difference"
"292",0.7,4,0.003,1,0.006,1,45,"affect"
"293",0.7,4,0.003,1,0.006,1,46,"no_difference"
"294",0.7,4,0.003,1,0.006,1,47,"no_difference"
"295",0.7,4,0.003,1,0.006,1,48,"no_difference"
"296",0.7,4,0.003,1,0.006,1,49,"no_difference"
"297",0.7,4,0.003,1,0.006,1,50,"no_difference"
"298",0.7,4,0.003,1,0.006,1,51,"affect"
"299",0.7,4,0.003,1,0.006,1,52,"enable"
"300",0.7,4,0.003,1,0.006,1,53,"no_difference"
"301",0.7,4,0.003,1,0.006,1,54,"no_difference"
"302",0.7,4,0.003,1,0.006,1,55,"no_difference"
"303",0.7,4,0.003,1,0.006,1,56,"no_difference"
"304",0.7,4,0.003,1,0.006,1,57,"no_difference"
"305",0.7,4,0.003,1,0.006,1,58,"no_difference"
"306",0.7,4,0.003,1,0.006,1,59,"no_difference"
"307",0.7,4,0.003,1,0.006,1,60,"affect"
"308",0.7,4,0.003,1,0.006,1,61,"affect"
"309",0.7,4,0.003,1,0.006,1,62,"no_difference"
"310",0.7,4,0.003,1,0.006,1,63,"enable"
"311",0.7,5,0,1,1,1,1,"cause"
"312",0.7,5,0,1,1,1,2,"cause"
"313",0.7,5,0,1,1,1,3,"cause"
"314",0.7,5,0,1,1,1,4,"cause"
"315",0.7,5,0,1,1,1,5,"cause"
"316",0.7,5,0,1,1,1,6,"affect"
"317",0.7,5,0,1,1,1,7,"affect"
"318",0.7,5,0,1,1,1,8,"cause"
"319",0.7,5,0,1,1,1,9,"cause"
"320",0.7,5,0,1,1,1,10,"cause"
"321",0.7,5,0,1,1,1,11,"cause"
"322",0.7,5,0,1,1,1,12,"cause"
"323",0.7,5,0,1,1,1,13,"affect"
"324",0.7,5,0,1,1,1,14,"cause"
"325",0.7,5,0,1,1,1,15,"cause"
"326",0.7,5,0,1,1,1,16,"cause"
"327",0.7,5,0,1,1,1,17,"cause"
"328",0.7,5,0,1,1,1,18,"cause"
"329",0.7,5,0,1,1,1,19,"affect"
"330",0.7,5,0,1,1,1,20,"cause"
"331",0.7,5,0,1,1,1,21,"cause"
"332",0.7,5,0,1,1,1,22,"cause"
"333",0.7,5,0,1,1,1,23,"cause"
"334",0.7,5,0,1,1,1,24,"cause"
"335",0.7,5,0,1,1,1,25,"cause"
"336",0.7,5,0,1,1,1,26,"cause"
"337",0.7,5,0,1,1,1,27,"cause"
"338",0.7,5,0,1,1,1,28,"enable"
"339",0.7,5,0,1,1,1,30,"cause"
"340",0.7,5,0,1,1,1,31,"cause"
"341",0.7,5,0,1,1,1,32,"cause"
"342",0.7,5,0,1,1,1,33,"cause"
"343",0.7,5,0,1,1,1,34,"enable"
"344",0.7,5,0,1,1,1,35,"cause"
"345",0.7,5,0,1,1,1,36,"cause"
"346",0.7,5,0,1,1,1,37,"cause"
"347",0.7,5,0,1,1,1,38,"cause"
"348",0.7,5,0,1,1,1,39,"cause"
"349",0.7,5,0,1,1,1,40,"cause"
"350",0.7,5,0,1,1,1,41,"no_difference"
"351",0.7,5,0,1,1,1,42,"cause"
"352",0.7,5,0,1,1,1,43,"cause"
"353",0.7,5,0,1,1,1,44,"enable"
"354",0.7,5,0,1,1,1,45,"cause"
"355",0.7,5,0,1,1,1,46,"cause"
"356",0.7,5,0,1,1,1,47,"cause"
"357",0.7,5,0,1,1,1,48,"cause"
"358",0.7,5,0,1,1,1,49,"enable"
"359",0.7,5,0,1,1,1,50,"cause"
"360",0.7,5,0,1,1,1,51,"cause"
"361",0.7,5,0,1,1,1,52,"enable"
"362",0.7,5,0,1,1,1,53,"cause"
"363",0.7,5,0,1,1,1,54,"cause"
"364",0.7,5,0,1,1,1,55,"cause"
"365",0.7,5,0,1,1,1,56,"cause"
"366",0.7,5,0,1,1,1,57,"cause"
"367",0.7,5,0,1,1,1,58,"enable"
"368",0.7,5,0,1,1,1,59,"cause"
"369",0.7,5,0,1,1,1,60,"cause"
"370",0.7,5,0,1,1,1,61,"cause"
"371",0.7,5,0,1,1,1,62,"cause"
"372",0.7,5,0,1,1,1,63,"cause"
"373",0.7,6,0,1,1,1,1,"enable"
"374",0.7,6,0,1,1,1,2,"affect"
"375",0.7,6,0,1,1,1,3,"affect"
"376",0.7,6,0,1,1,1,4,"enable"
"377",0.7,6,0,1,1,1,5,"no_difference"
"378",0.7,6,0,1,1,1,6,"cause"
"379",0.7,6,0,1,1,1,7,"affect"
"380",0.7,6,0,1,1,1,8,"cause"
"381",0.7,6,0,1,1,1,9,"cause"
"382",0.7,6,0,1,1,1,10,"cause"
"383",0.7,6,0,1,1,1,11,"cause"
"384",0.7,6,0,1,1,1,12,"affect"
"385",0.7,6,0,1,1,1,13,"affect"
"386",0.7,6,0,1,1,1,14,"enable"
"387",0.7,6,0,1,1,1,15,"affect"
"388",0.7,6,0,1,1,1,16,"affect"
"389",0.7,6,0,1,1,1,17,"cause"
"390",0.7,6,0,1,1,1,18,"affect"
"391",0.7,6,0,1,1,1,19,"enable"
"392",0.7,6,0,1,1,1,20,"cause"
"393",0.7,6,0,1,1,1,21,"cause"
"394",0.7,6,0,1,1,1,22,"affect"
"395",0.7,6,0,1,1,1,23,"affect"
"396",0.7,6,0,1,1,1,24,"affect"
"397",0.7,6,0,1,1,1,25,"enable"
"398",0.7,6,0,1,1,1,26,"affect"
"399",0.7,6,0,1,1,1,27,"affect"
"400",0.7,6,0,1,1,1,28,"enable"
"401",0.7,6,0,1,1,1,30,"cause"
"402",0.7,6,0,1,1,1,31,"affect"
"403",0.7,6,0,1,1,1,32,"enable"
"404",0.7,6,0,1,1,1,33,"enable"
"405",0.7,6,0,1,1,1,34,"cause"
"406",0.7,6,0,1,1,1,35,"affect"
"407",0.7,6,0,1,1,1,36,"affect"
"408",0.7,6,0,1,1,1,37,"affect"
"409",0.7,6,0,1,1,1,38,"cause"
"410",0.7,6,0,1,1,1,39,"cause"
"411",0.7,6,0,1,1,1,40,"cause"
"412",0.7,6,0,1,1,1,41,"no_difference"
"413",0.7,6,0,1,1,1,42,"affect"
"414",0.7,6,0,1,1,1,43,"cause"
"415",0.7,6,0,1,1,1,44,"enable"
"416",0.7,6,0,1,1,1,45,"affect"
"417",0.7,6,0,1,1,1,46,"affect"
"418",0.7,6,0,1,1,1,47,"no_difference"
"419",0.7,6,0,1,1,1,48,"cause"
"420",0.7,6,0,1,1,1,49,"enable"
"421",0.7,6,0,1,1,1,50,"affect"
"422",0.7,6,0,1,1,1,51,"affect"
"423",0.7,6,0,1,1,1,52,"cause"
"424",0.7,6,0,1,1,1,53,"affect"
"425",0.7,6,0,1,1,1,54,"cause"
"426",0.7,6,0,1,1,1,55,"affect"
"427",0.7,6,0,1,1,1,56,"affect"
"428",0.7,6,0,1,1,1,57,"affect"
"429",0.7,6,0,1,1,1,58,"no_difference"
"430",0.7,6,0,1,1,1,59,"cause"
"431",0.7,6,0,1,1,1,60,"cause"
"432",0.7,6,0,1,1,1,61,"enable"
"433",0.7,6,0,1,1,1,62,"enable"
"434",0.7,6,0,1,1,1,63,"affect"
"435",0.7,7,0.047,0,1,1,1,"enable"
"436",0.7,7,0.047,0,1,1,2,"enable"
"437",0.7,7,0.047,0,1,1,3,"enable"
"438",0.7,7,0.047,0,1,1,4,"enable"
"439",0.7,7,0.047,0,1,1,5,"no_difference"
"440",0.7,7,0.047,0,1,1,6,"no_difference"
"441",0.7,7,0.047,0,1,1,7,"enable"
"442",0.7,7,0.047,0,1,1,8,"enable"
"443",0.7,7,0.047,0,1,1,9,"affect"
"444",0.7,7,0.047,0,1,1,10,"enable"
"445",0.7,7,0.047,0,1,1,11,"enable"
"446",0.7,7,0.047,0,1,1,12,"enable"
"447",0.7,7,0.047,0,1,1,13,"enable"
"448",0.7,7,0.047,0,1,1,14,"enable"
"449",0.7,7,0.047,0,1,1,15,"enable"
"450",0.7,7,0.047,0,1,1,16,"enable"
"451",0.7,7,0.047,0,1,1,17,"no_difference"
"452",0.7,7,0.047,0,1,1,18,"enable"
"453",0.7,7,0.047,0,1,1,19,"affect"
"454",0.7,7,0.047,0,1,1,20,"enable"
"455",0.7,7,0.047,0,1,1,21,"enable"
"456",0.7,7,0.047,0,1,1,22,"enable"
"457",0.7,7,0.047,0,1,1,23,"enable"
"458",0.7,7,0.047,0,1,1,24,"enable"
"459",0.7,7,0.047,0,1,1,25,"enable"
"460",0.7,7,0.047,0,1,1,26,"enable"
"461",0.7,7,0.047,0,1,1,27,"enable"
"462",0.7,7,0.047,0,1,1,28,"cause"
"463",0.7,7,0.047,0,1,1,30,"no_difference"
"464",0.7,7,0.047,0,1,1,31,"no_difference"
"465",0.7,7,0.047,0,1,1,32,"affect"
"466",0.7,7,0.047,0,1,1,33,"enable"
"467",0.7,7,0.047,0,1,1,34,"enable"
"468",0.7,7,0.047,0,1,1,35,"enable"
"469",0.7,7,0.047,0,1,1,36,"no_difference"
"470",0.7,7,0.047,0,1,1,37,"enable"
"471",0.7,7,0.047,0,1,1,38,"no_difference"
"472",0.7,7,0.047,0,1,1,39,"enable"
"473",0.7,7,0.047,0,1,1,40,"enable"
"474",0.7,7,0.047,0,1,1,41,"no_difference"
"475",0.7,7,0.047,0,1,1,42,"enable"
"476",0.7,7,0.047,0,1,1,43,"enable"
"477",0.7,7,0.047,0,1,1,44,"enable"
"478",0.7,7,0.047,0,1,1,45,"enable"
"479",0.7,7,0.047,0,1,1,46,"enable"
"480",0.7,7,0.047,0,1,1,47,"no_difference"
"481",0.7,7,0.047,0,1,1,48,"enable"
"482",0.7,7,0.047,0,1,1,49,"no_difference"
"483",0.7,7,0.047,0,1,1,50,"no_difference"
"484",0.7,7,0.047,0,1,1,51,"enable"
"485",0.7,7,0.047,0,1,1,52,"enable"
"486",0.7,7,0.047,0,1,1,53,"enable"
"487",0.7,7,0.047,0,1,1,54,"enable"
"488",0.7,7,0.047,0,1,1,55,"enable"
"489",0.7,7,0.047,0,1,1,56,"enable"
"490",0.7,7,0.047,0,1,1,57,"no_difference"
"491",0.7,7,0.047,0,1,1,58,"enable"
"492",0.7,7,0.047,0,1,1,59,"enable"
"493",0.7,7,0.047,0,1,1,60,"enable"
"494",0.7,7,0.047,0,1,1,61,"enable"
"495",0.7,7,0.047,0,1,1,62,"enable"
"496",0.7,7,0.047,0,1,1,63,"no_difference"
"497",0.7,8,0.608,1,0,1,1,"cause"
"498",0.7,8,0.608,1,0,1,2,"cause"
"499",0.7,8,0.608,1,0,1,3,"enable"
"500",0.7,8,0.608,1,0,1,4,"cause"
"501",0.7,8,0.608,1,0,1,5,"affect"
"502",0.7,8,0.608,1,0,1,6,"enable"
"503",0.7,8,0.608,1,0,1,7,"enable"
"504",0.7,8,0.608,1,0,1,8,"cause"
"505",0.7,8,0.608,1,0,1,9,"cause"
"506",0.7,8,0.608,1,0,1,10,"affect"
"507",0.7,8,0.608,1,0,1,11,"enable"
"508",0.7,8,0.608,1,0,1,12,"cause"
"509",0.7,8,0.608,1,0,1,13,"enable"
"510",0.7,8,0.608,1,0,1,14,"affect"
"511",0.7,8,0.608,1,0,1,15,"affect"
"512",0.7,8,0.608,1,0,1,16,"cause"
"513",0.7,8,0.608,1,0,1,17,"cause"
"514",0.7,8,0.608,1,0,1,18,"cause"
"515",0.7,8,0.608,1,0,1,19,"enable"
"516",0.7,8,0.608,1,0,1,20,"affect"
"517",0.7,8,0.608,1,0,1,21,"no_difference"
"518",0.7,8,0.608,1,0,1,22,"affect"
"519",0.7,8,0.608,1,0,1,23,"enable"
"520",0.7,8,0.608,1,0,1,24,"affect"
"521",0.7,8,0.608,1,0,1,25,"cause"
"522",0.7,8,0.608,1,0,1,26,"cause"
"523",0.7,8,0.608,1,0,1,27,"affect"
"524",0.7,8,0.608,1,0,1,28,"cause"
"525",0.7,8,0.608,1,0,1,30,"enable"
"526",0.7,8,0.608,1,0,1,31,"cause"
"527",0.7,8,0.608,1,0,1,32,"cause"
"528",0.7,8,0.608,1,0,1,33,"cause"
"529",0.7,8,0.608,1,0,1,34,"affect"
"530",0.7,8,0.608,1,0,1,35,"enable"
"531",0.7,8,0.608,1,0,1,36,"enable"
"532",0.7,8,0.608,1,0,1,37,"affect"
"533",0.7,8,0.608,1,0,1,38,"affect"
"534",0.7,8,0.608,1,0,1,39,"cause"
"535",0.7,8,0.608,1,0,1,40,"affect"
"536",0.7,8,0.608,1,0,1,41,"no_difference"
"537",0.7,8,0.608,1,0,1,42,"cause"
